Time,GND_truth_X1,GND_truth_Y1,GND_truth_X2,GND_truth_Y2,est_X1,est_Y1,est_X2,est_Y2,
1.63019e+09,228.37,119.715,131.585,119.767,229.334,113.271,131.551,114.367,
1.63019e+09,228.371,119.782,131.587,119.833,229.334,113.271,131.551,114.367,
1.63019e+09,228.371,119.782,131.587,119.833,229.334,113.271,131.551,114.367,
1.63019e+09,228.374,119.915,131.59,119.966,229.334,113.271,131.551,114.367,
1.63019e+09,228.374,119.915,131.59,119.966,229.334,113.271,131.551,114.367,
1.63019e+09,228.376,120.045,131.592,120.096,229.334,113.271,131.551,114.367,
1.63019e+09,228.377,120.109,131.594,120.159,229.334,113.271,131.551,114.367,
1.63019e+09,228.377,120.109,131.594,120.159,229.334,113.271,131.551,114.367,
1.63019e+09,228.38,120.229,131.596,120.278,229.296,114.285,131.737,115.249,
1.63019e+09,228.381,120.283,131.598,120.332,229.296,114.285,131.737,115.249,
1.63019e+09,228.382,120.331,131.598,120.332,229.296,114.285,131.737,115.249,
1.63019e+09,228.383,120.374,131.599,120.379,229.296,114.285,131.737,115.249,
1.63019e+09,228.384,120.412,131.602,120.458,229.296,114.285,131.737,115.249,
1.63019e+09,228.384,120.412,131.602,120.458,229.296,114.285,131.737,115.249,
1.63019e+09,228.386,120.47,131.603,120.49,229.296,114.285,131.737,115.249,
1.63019e+09,228.386,120.47,131.605,120.515,229.296,114.285,131.737,115.249,
1.63019e+09,228.388,120.504,131.608,120.547,229.248,115.202,131.858,116.047,
1.63019e+09,228.389,120.512,131.609,120.555,229.248,115.202,131.858,116.047,
1.63019e+09,228.389,120.512,131.609,120.555,229.248,115.202,131.858,116.047,
1.63019e+09,228.39,120.514,131.612,120.555,229.248,115.202,131.858,116.047,
1.63019e+09,228.39,120.514,131.612,120.555,229.248,115.202,131.858,116.047,
1.63019e+09,228.391,120.496,131.615,120.535,229.248,115.202,131.858,116.047,
1.63019e+09,228.392,120.48,131.615,120.535,229.248,115.202,131.858,116.047,
1.63019e+09,228.392,120.48,131.617,120.518,229.248,115.202,131.858,116.047,
1.63019e+09,228.392,120.437,131.62,120.472,229.248,115.202,131.858,116.047,
1.63019e+09,228.393,120.408,131.62,120.472,229.185,115.986,131.927,116.724,
1.63019e+09,228.393,120.37,131.624,120.403,229.185,115.986,131.927,116.724,
1.63019e+09,228.393,120.321,131.626,120.353,229.185,115.986,131.927,116.724,
1.63019e+09,228.393,120.321,131.626,120.353,229.185,115.986,131.927,116.724,
1.63019e+09,228.394,120.183,131.63,120.212,229.185,115.986,131.927,116.724,
1.63019e+09,228.394,120.093,131.632,120.122,229.185,115.986,131.927,116.724,
1.63019e+09,228.394,120.093,131.632,120.122,229.185,115.986,131.927,116.724,
1.63019e+09,228.395,119.878,131.634,120.019,229.185,115.986,131.927,116.724,
1.63019e+09,228.395,119.878,131.636,119.904,229.103,116.587,131.949,117.229,
1.63019e+09,228.396,119.606,131.639,119.63,229.103,116.587,131.949,117.229,
1.63019e+09,228.397,119.443,131.639,119.63,229.103,116.587,131.949,117.229,
1.63019e+09,228.397,119.259,131.641,119.466,229.103,116.587,131.949,117.229,
